,black,boy,read,math,star,freelun,teacher_experience,test_score,sc_freelun,sc_black
3826,0,0,604.0,611.0,0,1,8.0,1215.0,0,0
3831,0,1,622.0,659.0,1,1,14.0,1281.0,1,0
3833,0,0,577.0,543.0,1,1,14.0,1120.0,1,0
3835,0,0,650.0,607.0,0,1,15.0,1257.0,0,0
3838,0,1,573.0,557.0,1,0,1.0,1130.0,0,0
3840,0,0,622.0,620.0,1,1,12.0,1242.0,1,0
3847,0,0,599.0,563.0,0,1,13.0,1162.0,0,0
3848,1,0,552.0,554.0,0,1,1.0,1106.0,0,0
3850,0,1,643.0,648.0,0,0,1.0,1291.0,0,0
3851,0,0,564.0,593.0,0,0,1.0,1157.0,0,0
3853,0,0,631.0,611.0,0,0,13.0,1242.0,0,0
3854,0,1,554.0,599.0,0,0,1.0,1153.0,0,0
3855,0,0,631.0,587.0,0,0,12.0,1218.0,0,0
3857,1,0,559.0,546.0,0,1,11.0,1105.0,0,0
3859,0,1,586.0,572.0,1,0,4.0,1158.0,0,0
3860,0,0,643.0,584.0,0,1,2.0,1227.0,0,0
3863,1,1,518.0,541.0,0,1,5.0,1059.0,0,0
3865,1,1,560.0,599.0,0,1,19.0,1159.0,0,0
3866,0,0,586.0,561.0,1,1,21.0,1147.0,1,0
3868,0,0,631.0,611.0,0,0,22.0,1242.0,0,0
3869,0,0,643.0,587.0,1,0,15.0,1230.0,0,0
3870,0,1,568.0,587.0,0,0,11.0,1155.0,0,0
3872,1,1,571.0,548.0,1,1,14.0,1119.0,1,1
3874,0,1,608.0,603.0,0,1,29.0,1211.0,0,0
3876,1,0,542.0,507.0,0,1,12.0,1049.0,0,0
3878,1,1,530.0,528.0,1,1,25.0,1058.0,1,1
3879,0,0,611.0,587.0,0,1,15.0,1198.0,0,0
3881,1,0,575.0,563.0,0,0,4.0,1138.0,0,0
3884,1,1,599.0,582.0,1,0,10.0,1181.0,0,1
3887,0,0,573.0,541.0,0,0,17.0,1114.0,0,0
3890,1,1,614.0,626.0,0,1,16.0,1240.0,0,0
3891,0,1,593.0,615.0,0,1,9.0,1208.0,0,0
3892,1,0,584.0,584.0,0,0,5.0,1168.0,0,0
3894,0,1,552.0,522.0,0,0,22.0,1074.0,0,0
3895,0,1,560.0,535.0,1,0,17.0,1095.0,0,0
3898,0,0,637.0,599.0,0,0,8.0,1236.0,0,0
3900,0,1,684.0,626.0,0,0,9.0,1310.0,0,0
3902,1,1,547.0,582.0,0,1,10.0,1129.0,0,0
3904,0,0,643.0,721.0,0,1,6.0,1364.0,0,0
3905,0,0,541.0,520.0,1,1,9.0,1061.0,1,0
3908,1,0,571.0,557.0,0,1,10.0,1128.0,0,0
3910,1,1,549.0,548.0,0,1,1.0,1097.0,0,0
3911,0,1,650.0,648.0,0,0,9.0,1298.0,0,0
3912,1,0,568.0,639.0,1,1,12.0,1207.0,1,1
3913,0,1,568.0,552.0,0,1,13.0,1120.0,0,0
3915,0,1,579.0,530.0,1,1,25.0,1109.0,1,0
3917,1,0,520.0,543.0,0,1,10.0,1063.0,0,0
3918,0,1,611.0,674.0,0,0,22.0,1285.0,0,0
3920,1,0,604.0,568.0,1,1,21.0,1172.0,1,1
3922,0,0,659.0,603.0,0,1,20.0,1262.0,0,0
3924,0,0,568.0,554.0,0,0,12.0,1122.0,0,0
3932,0,0,604.0,535.0,0,1,8.0,1139.0,0,0
3933,0,0,566.0,582.0,1,0,11.0,1148.0,0,0
3938,0,1,618.0,632.0,0,1,1.0,1250.0,0,0
3939,0,0,684.0,590.0,0,0,12.0,1274.0,0,0
3941,0,0,669.0,632.0,0,0,15.0,1301.0,0,0
3942,1,0,560.0,541.0,0,1,5.0,1101.0,0,0
3944,1,0,622.0,674.0,1,1,14.0,1296.0,1,1
3946,0,1,521.0,530.0,1,1,0.0,1051.0,1,0
3948,0,0,643.0,648.0,0,0,26.0,1291.0,0,0
3949,0,1,622.0,648.0,1,1,8.0,1270.0,1,0
3950,1,1,496.0,522.0,0,1,1.0,1018.0,0,0
3951,0,1,627.0,579.0,0,0,22.0,1206.0,0,0
3953,0,1,555.0,509.0,0,0,7.0,1064.0,0,0
3956,0,1,549.0,584.0,0,1,2.0,1133.0,0,0
3958,1,0,611.0,557.0,1,1,10.0,1168.0,1,1
3959,0,0,591.0,570.0,0,0,2.0,1161.0,0,0
3962,1,0,596.0,607.0,0,0,5.0,1203.0,0,0
3964,0,1,573.0,584.0,1,0,35.0,1157.0,0,0
3967,0,1,474.0,481.0,1,1,23.0,955.0,1,0
3969,0,1,557.0,570.0,0,0,2.0,1127.0,0,0
3972,0,1,602.0,611.0,0,0,15.0,1213.0,0,0
3973,1,0,604.0,577.0,1,1,4.0,1181.0,1,1
3978,0,0,529.0,626.0,0,0,34.0,1155.0,0,0
3979,1,0,559.0,533.0,0,1,9.0,1092.0,0,0
3981,0,1,659.0,648.0,0,0,4.0,1307.0,0,0
3983,1,1,518.0,512.0,0,1,32.0,1030.0,0,0
3984,0,1,575.0,590.0,0,0,18.0,1165.0,0,0
3985,0,0,631.0,607.0,0,0,31.0,1238.0,0,0
3989,0,0,579.0,531.0,0,1,17.0,1110.0,0,0
3990,0,0,709.0,626.0,1,0,18.0,1335.0,0,0
3991,0,0,573.0,522.0,1,0,9.0,1095.0,0,0
3992,0,0,611.0,626.0,1,0,14.0,1237.0,0,0
3994,0,0,577.0,554.0,1,0,15.0,1131.0,0,0
3996,0,1,622.0,721.0,1,0,19.0,1343.0,0,0
3997,0,1,526.0,515.0,0,0,23.0,1041.0,0,0
4002,1,1,544.0,620.0,1,1,2.0,1164.0,1,1
4005,0,1,564.0,607.0,0,0,1.0,1171.0,0,0
4007,1,0,659.0,721.0,0,0,12.0,1380.0,0,0
4008,1,0,526.0,535.0,0,1,30.0,1061.0,0,0
4012,1,0,542.0,565.0,0,1,6.0,1107.0,0,0
4014,1,1,538.0,565.0,0,1,5.0,1103.0,0,0
4017,0,1,659.0,648.0,0,0,17.0,1307.0,0,0
4019,0,1,611.0,620.0,0,0,22.0,1231.0,0,0
4020,1,0,526.0,512.0,0,1,32.0,1038.0,0,0
4021,0,0,536.0,494.0,1,1,2.0,1030.0,1,0
4024,0,1,541.0,611.0,1,0,14.0,1152.0,0,0
4025,0,1,515.0,530.0,0,1,1.0,1045.0,0,0
4027,0,0,560.0,559.0,1,1,15.0,1119.0,1,0
4028,0,1,560.0,582.0,0,1,14.0,1142.0,0,0
4029,0,1,608.0,593.0,0,0,3.0,1201.0,0,0
4032,1,0,582.0,559.0,0,0,2.0,1141.0,0,0
4035,0,1,643.0,659.0,0,1,8.0,1302.0,0,0
4037,0,0,669.0,611.0,1,0,10.0,1280.0,0,0
4039,0,0,550.0,584.0,0,0,18.0,1134.0,0,0
4040,0,0,650.0,559.0,0,0,19.0,1209.0,0,0
4045,0,1,684.0,639.0,1,0,7.0,1323.0,0,0
4047,1,0,573.0,559.0,0,1,11.0,1132.0,0,0
4050,0,1,554.0,556.0,0,0,18.0,1110.0,0,0
4052,1,0,614.0,611.0,0,1,9.0,1225.0,0,0
4053,1,1,579.0,545.0,0,0,28.0,1124.0,0,0
4056,1,1,560.0,561.0,0,1,8.0,1121.0,0,0
4057,0,1,586.0,596.0,0,0,13.0,1182.0,0,0
4058,0,0,622.0,579.0,0,0,12.0,1201.0,0,0
4060,1,1,577.0,579.0,0,1,8.0,1156.0,0,0
4061,1,1,588.0,526.0,0,1,32.0,1114.0,0,0
4062,1,1,622.0,632.0,1,1,10.0,1254.0,1,1
4063,1,1,555.0,557.0,0,1,13.0,1112.0,0,0
4064,1,0,557.0,559.0,0,1,15.0,1116.0,0,0
4065,0,1,604.0,620.0,0,1,2.0,1224.0,0,0
4071,1,1,521.0,499.0,0,1,0.0,1020.0,0,0
4075,1,1,650.0,579.0,0,0,4.0,1229.0,0,0
4078,0,1,637.0,596.0,0,0,12.0,1233.0,0,0
4084,0,0,618.0,574.0,0,0,18.0,1192.0,0,0
4086,0,0,637.0,603.0,0,0,1.0,1240.0,0,0
4087,0,1,564.0,574.0,0,0,12.0,1138.0,0,0
4088,0,0,643.0,596.0,0,0,21.0,1239.0,0,0
4097,0,0,669.0,659.0,0,0,15.0,1328.0,0,0
4098,0,1,659.0,659.0,1,0,10.0,1318.0,0,0
4099,0,0,627.0,582.0,0,1,15.0,1209.0,0,0
4101,1,0,484.0,471.0,0,1,5.0,955.0,0,0
4103,0,1,573.0,590.0,0,0,15.0,1163.0,0,0
4104,0,1,557.0,615.0,0,1,15.0,1172.0,0,0
4105,1,0,550.0,528.0,0,1,0.0,1078.0,0,0
4107,1,1,575.0,548.0,1,1,10.0,1123.0,1,1
4108,1,1,575.0,568.0,1,1,8.0,1143.0,1,1
4112,0,1,586.0,582.0,0,0,3.0,1168.0,0,0
4114,0,0,545.0,557.0,0,0,23.0,1102.0,0,0
4116,0,0,604.0,599.0,1,0,19.0,1203.0,0,0
4117,1,1,622.0,611.0,0,1,22.0,1233.0,0,0
4118,1,0,503.0,488.0,0,1,30.0,991.0,0,0
4119,1,0,547.0,538.0,0,1,10.0,1085.0,0,0
4120,0,0,549.0,599.0,1,0,1.0,1148.0,0,0
4121,1,0,554.0,574.0,1,0,7.0,1128.0,0,1
4123,0,1,575.0,611.0,0,1,9.0,1186.0,0,0
4125,0,0,582.0,584.0,0,1,26.0,1166.0,0,0
4127,1,0,533.0,517.0,0,1,0.0,1050.0,0,0
4129,0,1,604.0,615.0,0,1,13.0,1219.0,0,0
4131,0,1,669.0,584.0,0,0,15.0,1253.0,0,0
4132,0,1,579.0,565.0,0,0,13.0,1144.0,0,0
4133,0,1,631.0,639.0,0,1,25.0,1270.0,0,0
4134,0,0,554.0,530.0,1,0,39.0,1084.0,0,0
4139,1,0,571.0,584.0,1,1,15.0,1155.0,1,1
4140,0,1,552.0,556.0,0,0,9.0,1108.0,0,0
4141,0,1,593.0,648.0,0,1,9.0,1241.0,0,0
4142,1,0,591.0,548.0,0,1,14.0,1139.0,0,0
4143,0,0,586.0,596.0,0,0,2.0,1182.0,0,0
4144,0,1,684.0,648.0,0,0,20.0,1332.0,0,0
4147,0,0,593.0,572.0,1,1,5.0,1165.0,1,0
4149,1,1,579.0,543.0,1,1,33.0,1122.0,1,1
4150,0,1,579.0,565.0,0,1,15.0,1144.0,0,0
4152,1,0,599.0,593.0,0,0,2.0,1192.0,0,0
4153,0,1,554.0,540.0,0,0,18.0,1094.0,0,0
4154,0,1,650.0,721.0,1,0,19.0,1371.0,0,0
4156,0,1,568.0,607.0,0,0,2.0,1175.0,0,0
4157,0,1,599.0,584.0,0,0,27.0,1183.0,0,0
4160,0,0,544.0,512.0,1,0,14.0,1056.0,0,0
4161,0,1,602.0,584.0,1,0,15.0,1186.0,0,0
4162,0,1,596.0,582.0,0,0,8.0,1178.0,0,0
4164,0,0,554.0,554.0,0,0,11.0,1108.0,0,0
4167,0,0,555.0,531.0,0,0,22.0,1086.0,0,0
4168,0,0,566.0,577.0,0,1,11.0,1143.0,0,0
4170,0,1,575.0,599.0,1,0,20.0,1174.0,0,0
4172,0,0,602.0,620.0,0,1,22.0,1222.0,0,0
4176,0,0,596.0,570.0,1,0,17.0,1166.0,0,0
4186,1,1,596.0,603.0,0,0,15.0,1199.0,0,0
4187,0,1,496.0,494.0,0,1,14.0,990.0,0,0
4189,0,0,637.0,620.0,1,0,5.0,1257.0,0,0
4193,0,0,684.0,674.0,0,0,11.0,1358.0,0,0
4194,0,0,684.0,568.0,0,0,15.0,1252.0,0,0
4195,1,0,511.0,509.0,0,1,7.0,1020.0,0,0
4197,1,0,524.0,533.0,1,1,1.0,1057.0,1,1
4203,0,0,622.0,590.0,0,0,8.0,1212.0,0,0
4205,1,0,564.0,568.0,0,1,11.0,1132.0,0,0
4206,0,1,631.0,626.0,0,0,2.0,1257.0,0,0
4214,0,0,618.0,603.0,1,0,14.0,1221.0,0,0
4219,0,0,599.0,577.0,1,1,23.0,1176.0,1,0
4220,0,1,569.0,514.0,1,1,11.0,1083.0,1,0
4223,0,1,584.0,579.0,0,0,22.0,1163.0,0,0
4224,0,1,631.0,632.0,0,0,13.0,1263.0,0,0
4228,0,1,627.0,611.0,0,0,9.0,1238.0,0,0
4230,1,1,566.0,565.0,0,1,7.0,1131.0,0,0
4232,1,1,608.0,620.0,0,1,9.0,1228.0,0,0
4233,1,1,593.0,540.0,0,1,10.0,1133.0,0,0
4237,1,0,577.0,541.0,0,0,4.0,1118.0,0,0
4238,0,1,577.0,550.0,0,0,13.0,1127.0,0,0
4239,1,0,514.0,497.0,0,1,29.0,1011.0,0,0
4240,1,0,588.0,632.0,0,0,0.0,1220.0,0,0
4241,0,0,560.0,568.0,1,0,1.0,1128.0,0,0
4243,0,0,684.0,699.0,0,0,22.0,1383.0,0,0
4245,1,0,571.0,570.0,1,0,10.0,1141.0,0,1
4247,0,0,552.0,559.0,0,0,4.0,1111.0,0,0
4248,0,0,643.0,620.0,0,1,9.0,1263.0,0,0
4249,0,0,584.0,574.0,0,0,2.0,1158.0,0,0
4250,0,1,520.0,582.0,0,1,19.0,1102.0,0,0
4251,1,1,532.0,563.0,1,1,26.0,1095.0,1,1
4254,0,1,659.0,639.0,0,0,1.0,1298.0,0,0
4255,0,1,631.0,599.0,1,0,5.0,1230.0,0,0
4256,0,1,618.0,590.0,0,0,10.0,1208.0,0,0
4264,0,1,611.0,593.0,0,1,31.0,1204.0,0,0
4266,1,0,599.0,561.0,0,0,9.0,1160.0,0,0
4267,0,1,602.0,593.0,0,1,12.0,1195.0,0,0
4268,0,0,684.0,626.0,0,0,5.0,1310.0,0,0
4271,1,0,575.0,540.0,1,1,14.0,1115.0,1,1
4273,1,0,591.0,557.0,0,1,11.0,1148.0,0,0
4274,0,0,637.0,615.0,0,0,20.0,1252.0,0,0
4275,0,1,569.0,554.0,0,0,13.0,1123.0,0,0
4276,0,0,569.0,615.0,0,0,28.0,1184.0,0,0
4278,0,1,544.0,596.0,1,0,10.0,1140.0,0,0
4281,0,0,608.0,593.0,1,0,27.0,1201.0,0,0
4282,0,1,552.0,504.0,0,1,27.0,1056.0,0,0
4283,1,0,508.0,535.0,0,1,22.0,1043.0,0,0
4284,0,1,566.0,587.0,1,1,17.0,1153.0,1,0
4287,1,0,659.0,639.0,0,0,15.0,1298.0,0,0
4289,1,1,584.0,557.0,1,1,8.0,1141.0,1,1
4290,0,1,541.0,557.0,1,0,4.0,1098.0,0,0
4291,0,0,602.0,574.0,0,0,8.0,1176.0,0,0
4293,0,0,517.0,570.0,0,0,4.0,1087.0,0,0
4294,0,1,627.0,582.0,1,0,2.0,1209.0,0,0
4298,0,0,631.0,607.0,0,0,14.0,1238.0,0,0
4300,1,0,564.0,565.0,0,1,9.0,1129.0,0,0
4302,1,0,547.0,577.0,0,1,11.0,1124.0,0,0
4303,0,1,579.0,525.0,0,1,13.0,1104.0,0,0
4304,1,0,533.0,530.0,1,1,4.0,1063.0,1,1
4305,0,1,650.0,603.0,0,0,25.0,1253.0,0,0
4308,1,0,659.0,659.0,1,0,16.0,1318.0,0,1
4314,1,1,517.0,499.0,0,1,32.0,1016.0,0,0
4318,0,1,573.0,574.0,0,1,13.0,1147.0,0,0
4319,1,1,584.0,599.0,1,0,4.0,1183.0,0,1
4320,0,0,555.0,593.0,0,0,15.0,1148.0,0,0
4322,0,0,618.0,593.0,1,0,32.0,1211.0,0,0
4324,1,1,582.0,607.0,0,1,1.0,1189.0,0,0
4326,1,1,562.0,557.0,0,1,0.0,1119.0,0,0
4328,0,0,547.0,596.0,0,0,30.0,1143.0,0,0
4329,0,1,502.0,512.0,0,0,22.0,1014.0,0,0
4330,0,0,608.0,559.0,1,0,12.0,1167.0,0,0
4331,0,1,631.0,596.0,0,0,21.0,1227.0,0,0
4334,1,1,542.0,523.0,0,1,9.0,1065.0,0,0
4335,0,0,669.0,648.0,0,0,2.0,1317.0,0,0
4341,0,0,604.0,620.0,0,0,11.0,1224.0,0,0
4343,1,0,481.0,517.0,1,1,0.0,998.0,1,1
4349,0,0,622.0,593.0,0,0,9.0,1215.0,0,0
4353,0,1,622.0,590.0,0,0,1.0,1212.0,0,0
4354,1,0,494.0,526.0,0,1,11.0,1020.0,0,0
4355,1,0,571.0,535.0,0,1,1.0,1106.0,0,0
4357,1,0,659.0,620.0,0,0,22.0,1279.0,0,0
4360,1,1,573.0,599.0,1,1,14.0,1172.0,1,1
4362,1,1,521.0,557.0,0,1,4.0,1078.0,0,0
4363,0,1,588.0,648.0,1,0,15.0,1236.0,0,0
4365,1,1,517.0,535.0,0,1,0.0,1052.0,0,0
4366,1,1,591.0,593.0,1,0,8.0,1184.0,0,1
4370,1,1,524.0,563.0,1,1,2.0,1087.0,1,1
4372,1,0,575.0,563.0,0,1,6.0,1138.0,0,0
4375,0,1,659.0,639.0,0,0,19.0,1298.0,0,0
4379,1,1,503.0,502.0,0,1,8.0,1005.0,0,0
4380,1,1,555.0,577.0,0,1,7.0,1132.0,0,0
4382,0,1,631.0,648.0,0,1,19.0,1279.0,0,0
4383,1,0,550.0,514.0,0,1,40.0,1064.0,0,0
4384,1,1,503.0,510.0,0,1,5.0,1013.0,0,0
4386,0,1,586.0,590.0,1,1,15.0,1176.0,1,0
4387,0,0,618.0,620.0,1,0,3.0,1238.0,0,0
4389,0,1,517.0,577.0,1,1,14.0,1094.0,1,0
4391,0,0,631.0,590.0,0,0,12.0,1221.0,0,0
4393,0,1,627.0,659.0,1,0,28.0,1286.0,0,0
4394,0,1,602.0,607.0,0,0,16.0,1209.0,0,0
4395,1,0,571.0,596.0,0,0,4.0,1167.0,0,0
4398,0,0,564.0,577.0,1,0,35.0,1141.0,0,0
4399,0,0,650.0,593.0,0,0,13.0,1243.0,0,0
4400,1,0,593.0,593.0,0,1,9.0,1186.0,0,0
4401,0,0,614.0,603.0,0,1,3.0,1217.0,0,0
4402,1,1,552.0,561.0,0,1,13.0,1113.0,0,0
4404,1,0,573.0,574.0,0,1,10.0,1147.0,0,0
4408,0,0,614.0,639.0,1,0,0.0,1253.0,0,0
4411,0,1,557.0,554.0,0,0,13.0,1111.0,0,0
4412,1,1,593.0,584.0,0,1,10.0,1177.0,0,0
4415,0,0,596.0,552.0,0,0,13.0,1148.0,0,0
4417,0,0,659.0,674.0,0,0,8.0,1333.0,0,0
4419,1,0,521.0,475.0,0,1,0.0,996.0,0,0
4420,1,1,530.0,497.0,0,1,30.0,1027.0,0,0
4423,1,1,604.0,603.0,1,1,13.0,1207.0,1,1
4424,1,0,577.0,590.0,0,1,0.0,1167.0,0,0
4428,0,1,622.0,596.0,0,0,26.0,1218.0,0,0
4429,0,1,669.0,699.0,1,0,16.0,1368.0,0,0
4430,0,1,669.0,639.0,0,0,2.0,1308.0,0,0
4432,0,0,555.0,535.0,0,0,12.0,1090.0,0,0
4434,0,0,637.0,615.0,1,0,10.0,1252.0,0,0
4436,0,1,643.0,620.0,0,0,15.0,1263.0,0,0
4437,1,0,547.0,559.0,0,1,35.0,1106.0,0,0
4439,0,0,650.0,620.0,0,0,27.0,1270.0,0,0
4440,1,1,557.0,530.0,0,1,25.0,1087.0,0,0
4441,0,0,579.0,620.0,0,0,15.0,1199.0,0,0
4445,1,1,588.0,556.0,0,0,28.0,1144.0,0,0
4448,1,1,511.0,505.0,0,1,13.0,1016.0,0,0
4454,0,1,669.0,639.0,1,0,10.0,1308.0,0,0
4455,0,0,577.0,584.0,1,0,6.0,1161.0,0,0
4457,1,1,545.0,538.0,1,1,1.0,1083.0,1,1
4459,0,1,618.0,565.0,0,1,13.0,1183.0,0,0
4460,0,1,627.0,626.0,1,0,9.0,1253.0,0,0
4461,1,1,573.0,536.0,1,1,31.0,1109.0,1,1
4464,0,1,568.0,538.0,1,0,0.0,1106.0,0,0
4466,0,0,614.0,603.0,0,0,8.0,1217.0,0,0
4468,0,0,582.0,596.0,0,1,2.0,1178.0,0,0
4471,0,0,643.0,626.0,0,0,9.0,1269.0,0,0
4472,1,1,637.0,577.0,1,1,8.0,1214.0,1,1
4473,0,0,524.0,541.0,1,0,28.0,1065.0,0,0
4474,1,0,560.0,561.0,0,0,16.0,1121.0,0,0
4475,1,1,608.0,574.0,1,1,1.0,1182.0,1,1
4476,0,0,659.0,639.0,0,0,8.0,1298.0,0,0
4479,0,1,566.0,554.0,0,0,13.0,1120.0,0,0
4480,0,0,566.0,615.0,1,1,10.0,1181.0,1,0
4482,1,0,526.0,530.0,0,1,19.0,1056.0,0,0
4491,0,1,562.0,574.0,0,0,4.0,1136.0,0,0
4494,1,1,669.0,572.0,0,1,30.0,1241.0,0,0
4495,0,1,582.0,563.0,0,0,18.0,1145.0,0,0
4497,0,1,562.0,530.0,0,1,27.0,1092.0,0,0
4499,0,0,584.0,574.0,0,1,29.0,1158.0,0,0
4501,0,0,631.0,639.0,0,0,12.0,1270.0,0,0
4504,0,0,611.0,615.0,0,0,19.0,1226.0,0,0
4505,0,1,568.0,565.0,0,0,12.0,1133.0,0,0
4506,0,0,602.0,615.0,1,0,14.0,1217.0,0,0
4507,0,0,627.0,587.0,0,0,25.0,1214.0,0,0
4508,0,0,604.0,570.0,0,0,25.0,1174.0,0,0
4509,1,1,555.0,552.0,1,0,33.0,1107.0,0,1
4511,1,1,497.0,548.0,0,1,2.0,1045.0,0,0
4513,0,1,599.0,574.0,0,0,12.0,1173.0,0,0
4515,1,0,529.0,548.0,0,1,10.0,1077.0,0,0
4516,0,1,627.0,607.0,0,0,1.0,1234.0,0,0
4517,0,0,569.0,538.0,0,0,11.0,1107.0,0,0
4519,0,0,564.0,568.0,0,0,21.0,1132.0,0,0
4520,0,0,542.0,538.0,1,0,9.0,1080.0,0,0
4523,1,0,579.0,596.0,0,1,1.0,1175.0,0,0
4524,0,1,549.0,530.0,0,0,6.0,1079.0,0,0
4528,0,1,604.0,590.0,0,1,20.0,1194.0,0,0
4529,0,1,669.0,557.0,1,0,14.0,1226.0,0,0
4530,0,0,588.0,590.0,1,1,12.0,1178.0,1,0
4531,0,1,669.0,590.0,0,0,12.0,1259.0,0,0
4532,0,0,521.0,557.0,0,1,14.0,1078.0,0,0
4533,0,0,588.0,611.0,0,0,14.0,1199.0,0,0
4534,1,1,545.0,536.0,0,0,18.0,1081.0,0,0
4535,1,1,514.0,504.0,1,1,5.0,1018.0,1,1
4537,1,1,602.0,556.0,1,0,18.0,1158.0,0,1
4540,1,0,527.0,563.0,0,1,9.0,1090.0,0,0
4541,1,0,562.0,572.0,1,1,5.0,1134.0,1,1
4543,0,0,550.0,517.0,0,0,8.0,1067.0,0,0
4544,1,0,515.0,528.0,1,1,2.0,1043.0,1,1
4547,0,0,637.0,590.0,1,0,14.0,1227.0,0,0
4550,1,1,545.0,548.0,0,1,19.0,1093.0,0,0
4551,0,1,536.0,543.0,0,0,9.0,1079.0,0,0
4552,0,1,593.0,599.0,0,1,8.0,1192.0,0,0
4553,0,0,637.0,620.0,0,0,5.0,1257.0,0,0
4555,1,0,549.0,514.0,0,1,31.0,1063.0,0,0
4556,0,1,631.0,607.0,0,1,8.0,1238.0,0,0
4557,0,0,643.0,548.0,0,0,10.0,1191.0,0,0
4558,0,1,637.0,721.0,1,0,9.0,1358.0,0,0
4560,1,1,555.0,535.0,0,0,13.0,1090.0,0,0
4562,0,0,591.0,579.0,0,0,20.0,1170.0,0,0
4564,1,1,505.0,556.0,0,1,5.0,1061.0,0,0
4566,0,0,520.0,546.0,0,0,14.0,1066.0,0,0
4567,0,1,568.0,596.0,0,1,15.0,1164.0,0,0
4568,0,1,509.0,528.0,1,1,23.0,1037.0,1,0
4570,0,0,669.0,607.0,1,0,4.0,1276.0,0,0
4572,0,0,550.0,554.0,1,1,13.0,1104.0,1,0
4574,0,1,608.0,593.0,0,0,3.0,1201.0,0,0
4576,1,0,549.0,507.0,1,1,28.0,1056.0,1,1
4578,1,0,577.0,540.0,1,1,14.0,1117.0,1,1
4579,1,1,573.0,607.0,0,1,0.0,1180.0,0,0
4581,0,0,627.0,620.0,0,0,1.0,1247.0,0,0
4583,0,0,732.0,674.0,0,0,16.0,1406.0,0,0
4584,0,1,631.0,632.0,1,0,0.0,1263.0,0,0
4585,0,1,555.0,626.0,0,1,33.0,1181.0,0,0
4586,0,0,562.0,536.0,1,0,8.0,1098.0,0,0
4587,0,0,659.0,615.0,1,0,12.0,1274.0,0,0
4589,0,0,611.0,607.0,0,0,6.0,1218.0,0,0
4590,0,1,608.0,596.0,0,1,13.0,1204.0,0,0
4591,0,1,564.0,579.0,0,0,10.0,1143.0,0,0
4592,0,1,591.0,699.0,0,0,9.0,1290.0,0,0
4594,0,1,614.0,577.0,0,0,19.0,1191.0,0,0
4595,1,1,608.0,584.0,0,1,4.0,1192.0,0,0
4596,1,1,579.0,499.0,1,1,3.0,1078.0,1,1
4600,0,0,622.0,556.0,1,1,15.0,1178.0,1,0
4601,0,1,591.0,579.0,0,1,10.0,1170.0,0,0
4602,1,1,611.0,607.0,1,1,16.0,1218.0,1,1
4604,0,1,593.0,572.0,0,1,10.0,1165.0,0,0
4606,0,0,622.0,584.0,0,1,14.0,1206.0,0,0
4609,0,0,599.0,611.0,1,0,14.0,1210.0,0,0
4610,0,0,611.0,607.0,0,0,15.0,1218.0,0,0
4611,0,0,549.0,559.0,0,1,14.0,1108.0,0,0
4613,1,0,557.0,559.0,1,0,7.0,1116.0,0,1
4614,0,0,643.0,596.0,0,0,12.0,1239.0,0,0
4618,1,1,526.0,520.0,0,1,40.0,1046.0,0,0
4619,0,0,650.0,626.0,0,0,18.0,1276.0,0,0
4622,1,1,518.0,531.0,0,1,9.0,1049.0,0,0
4625,1,1,579.0,593.0,0,1,4.0,1172.0,0,0
4626,0,1,622.0,582.0,0,0,23.0,1204.0,0,0
4628,1,1,555.0,659.0,1,1,12.0,1214.0,1,1
4629,0,0,684.0,603.0,0,0,4.0,1287.0,0,0
4633,0,1,564.0,590.0,0,0,13.0,1154.0,0,0
4635,0,1,564.0,572.0,0,0,12.0,1136.0,0,0
4636,1,1,618.0,599.0,1,1,30.0,1217.0,1,1
4637,1,1,618.0,579.0,1,0,12.0,1197.0,0,1
4638,0,0,591.0,607.0,0,0,17.0,1198.0,0,0
4639,1,1,541.0,590.0,0,1,2.0,1131.0,0,0
4642,1,0,518.0,505.0,1,1,30.0,1023.0,1,1
4643,0,1,547.0,570.0,0,0,15.0,1117.0,0,0
4645,0,1,557.0,572.0,0,0,1.0,1129.0,0,0
4646,0,0,650.0,574.0,0,0,13.0,1224.0,0,0
4648,1,0,476.0,490.0,0,1,4.0,966.0,0,0
4650,1,1,512.0,512.0,0,1,9.0,1024.0,0,0
4651,1,0,593.0,626.0,0,1,10.0,1219.0,0,0
4653,0,1,599.0,632.0,0,0,15.0,1231.0,0,0
4654,0,1,618.0,561.0,1,0,16.0,1179.0,0,0
4655,0,1,599.0,599.0,0,0,8.0,1198.0,0,0
4657,0,1,591.0,561.0,1,1,14.0,1152.0,1,0
4658,0,1,659.0,599.0,0,1,22.0,1258.0,0,0
4659,0,0,631.0,607.0,0,1,27.0,1238.0,0,0
4662,0,1,684.0,721.0,1,0,11.0,1405.0,0,0
4663,1,1,545.0,538.0,0,1,6.0,1083.0,0,0
4664,0,0,631.0,620.0,0,0,9.0,1251.0,0,0
4665,0,1,579.0,579.0,0,0,15.0,1158.0,0,0
4666,1,1,535.0,545.0,0,0,13.0,1080.0,0,0
4667,0,1,564.0,559.0,0,1,1.0,1123.0,0,0
4668,1,1,474.0,479.0,0,1,0.0,953.0,0,0
4669,0,1,527.0,552.0,0,0,13.0,1079.0,0,0
4670,0,1,599.0,620.0,1,1,22.0,1219.0,1,0
4673,0,1,608.0,639.0,0,1,8.0,1247.0,0,0
4674,0,1,604.0,615.0,0,0,9.0,1219.0,0,0
